Customer_ID,Age,Gender,Location,Annual_Income,Browsing_Time_per_Week_Hours,Purchase_Frequency_Per_Month,Impact_of_Dynamic_Pricing_on_Purchase,Perception_of_Amazon_Revenue_Growth_due_to_Dynamic_Pricing,Perception_of_Competition_in_Amazon_Marketplace,Likely_to_Recommend_Amazon_Based_on_Pricing
4026,42,Other,South America,182313,10.06,12,Moderate Impact,Negative Impact,No Change,Likely
4027,46,Other,Europe,156486,5.77,17,Moderate Impact,Moderate Growth,No Change,Unlikely
4028,57,Female,South America,184735,7.95,17,Low Impact,Significant Growth,Increased Competition,Highly Likely
4029,18,Other,Asia,40221,28.2,2,Low Impact,No Growth,No Change,Unlikely
4030,46,Other,North America,109562,23.36,10,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
4031,51,Other,North America,154281,26.04,16,Low Impact,Significant Growth,Increased Competition,Likely
4032,40,Female,Asia,91240,2.17,9,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
4033,41,Other,South America,63199,1.64,18,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
4034,64,Male,Asia,73878,8.25,16,No Impact,Significant Growth,Decreased Competition,Unlikely
4035,25,Male,Europe,164479,6.37,1,High Impact,No Growth,No Change,Likely
4036,20,Male,South America,187732,27.65,9,No Impact,Moderate Growth,No Change,Highly Unlikely
4037,31,Female,South America,58100,28.06,7,Moderate Impact,Negative Impact,Increased Competition,Unlikely
4038,19,Other,South America,50890,9.03,6,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
4039,67,Female,Asia,193397,2.33,4,No Impact,Negative Impact,Decreased Competition,Highly Likely
4040,50,Other,South America,163497,6.08,12,Low Impact,No Growth,Decreased Competition,Likely
4041,57,Male,South America,72525,21.64,3,High Impact,Negative Impact,Decreased Competition,Highly Unlikely
4042,18,Other,South America,155743,21.71,3,Moderate Impact,Negative Impact,Decreased Competition,Likely
4043,23,Other,Australia,55279,18.91,5,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
4044,68,Other,Asia,87427,6.43,11,Moderate Impact,No Growth,Decreased Competition,Likely
4045,67,Other,Australia,181999,25.52,10,No Impact,Significant Growth,Decreased Competition,Likely
4046,68,Female,Australia,173027,26.88,10,No Impact,Significant Growth,No Change,Highly Unlikely
4047,52,Male,North America,68695,5.16,17,Moderate Impact,Moderate Growth,No Change,Unlikely
4048,35,Other,Asia,105399,23.06,7,Low Impact,Moderate Growth,No Change,Likely
4049,58,Female,North America,187090,11.7,1,High Impact,No Growth,Decreased Competition,Likely
4050,42,Female,Australia,143397,3.66,19,High Impact,No Growth,Increased Competition,Unlikely
4051,61,Other,Europe,167868,16.44,7,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
4052,69,Other,South America,194476,24.62,19,High Impact,No Growth,No Change,Unlikely
4053,59,Male,Asia,156875,20.75,19,Moderate Impact,Moderate Growth,No Change,Likely
4054,33,Female,Australia,64494,6.08,14,No Impact,No Growth,Increased Competition,Likely
4055,57,Male,Europe,27818,13.41,7,Low Impact,Negative Impact,Decreased Competition,Likely
4056,26,Female,Europe,36628,21.08,7,High Impact,No Growth,Increased Competition,Highly Likely
4057,41,Male,Asia,171644,16.47,8,High Impact,Significant Growth,No Change,Unlikely
4058,21,Female,South America,115076,21.52,6,No Impact,No Growth,No Change,Highly Unlikely
4059,48,Male,Europe,25568,17.84,2,Low Impact,Moderate Growth,Decreased Competition,Unlikely
4060,42,Other,Europe,48192,21.31,3,Moderate Impact,No Growth,No Change,Highly Unlikely
4061,27,Other,Europe,142292,9.83,19,High Impact,No Growth,Increased Competition,Highly Unlikely
4062,44,Other,Australia,91968,28.83,15,Low Impact,Significant Growth,Decreased Competition,Unlikely
4063,44,Other,North America,179038,14.35,6,No Impact,Significant Growth,No Change,Likely
4064,45,Female,South America,186413,17.29,3,Low Impact,Significant Growth,No Change,Highly Likely
4065,32,Female,Europe,45636,6.96,0,Moderate Impact,Moderate Growth,No Change,Highly Likely
4066,44,Male,North America,110198,11.95,10,High Impact,No Growth,Increased Competition,Likely
4067,59,Other,North America,138421,7.09,3,High Impact,No Growth,Decreased Competition,Unlikely
4068,21,Female,North America,93727,25.92,15,No Impact,Significant Growth,No Change,Likely
4069,63,Female,North America,55023,14.53,0,No Impact,Negative Impact,Increased Competition,Highly Likely
4070,32,Male,South America,119693,10.42,10,High Impact,No Growth,Increased Competition,Unlikely
4071,19,Other,South America,36124,6.31,17,No Impact,No Growth,Decreased Competition,Highly Unlikely
4072,55,Female,Australia,125062,3.56,0,High Impact,Significant Growth,Increased Competition,Highly Likely
4073,57,Other,Europe,114430,22.72,2,High Impact,No Growth,Decreased Competition,Likely
4074,59,Other,Europe,93879,21.69,15,Low Impact,Moderate Growth,No Change,Likely
4075,43,Female,North America,87334,3.83,6,Moderate Impact,Significant Growth,Decreased Competition,Likely
4076,46,Female,South America,137219,29.11,1,Low Impact,No Growth,No Change,Highly Unlikely
4077,36,Other,Europe,112277,22.97,18,Low Impact,No Growth,Increased Competition,Highly Likely
4078,25,Other,Asia,120295,15.34,7,Low Impact,No Growth,Increased Competition,Highly Likely
4079,41,Male,Europe,177302,24.16,14,No Impact,No Growth,Decreased Competition,Highly Likely
4080,33,Female,Australia,170471,13.4,18,Low Impact,Moderate Growth,Decreased Competition,Likely
4081,35,Other,Australia,60387,21.0,0,High Impact,Moderate Growth,Increased Competition,Unlikely
4082,30,Male,South America,95299,20.8,9,High Impact,Significant Growth,Decreased Competition,Highly Unlikely
4083,49,Other,South America,46468,24.49,4,No Impact,Negative Impact,Decreased Competition,Highly Unlikely
4084,35,Female,North America,127401,21.53,7,No Impact,No Growth,No Change,Likely
4085,21,Other,South America,140360,19.76,17,High Impact,Significant Growth,Increased Competition,Highly Unlikely
4086,57,Male,Europe,188487,5.21,3,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
4087,28,Other,Asia,25325,27.22,7,High Impact,Moderate Growth,Decreased Competition,Highly Unlikely
4088,57,Male,Europe,174165,16.82,13,No Impact,Negative Impact,Decreased Competition,Unlikely
4089,55,Other,Asia,85101,24.99,2,Low Impact,Moderate Growth,No Change,Highly Unlikely
4090,45,Female,North America,63568,5.29,14,High Impact,Significant Growth,Decreased Competition,Likely
4091,50,Other,Australia,175519,23.84,14,Low Impact,Significant Growth,No Change,Highly Unlikely
4092,55,Male,Australia,39999,13.53,18,High Impact,Moderate Growth,Increased Competition,Likely
4093,30,Other,Asia,82000,24.33,17,Moderate Impact,Significant Growth,Decreased Competition,Unlikely
4094,65,Female,Australia,59610,27.74,7,No Impact,Moderate Growth,Decreased Competition,Highly Likely
4095,43,Male,Europe,199615,22.67,18,High Impact,Significant Growth,Increased Competition,Highly Likely
4096,37,Male,Asia,186730,16.03,4,Low Impact,No Growth,Increased Competition,Unlikely
4097,64,Other,Asia,92077,14.2,17,No Impact,Significant Growth,No Change,Likely
4098,40,Male,South America,95341,17.19,3,Moderate Impact,Negative Impact,Increased Competition,Unlikely
4099,44,Male,Australia,98601,9.35,0,No Impact,No Growth,Increased Competition,Unlikely
4100,47,Male,North America,132936,20.03,8,High Impact,Negative Impact,Increased Competition,Highly Likely
4101,62,Male,Europe,43065,11.37,18,High Impact,Negative Impact,Increased Competition,Likely
4102,47,Other,Australia,60630,16.88,10,Moderate Impact,Moderate Growth,No Change,Highly Likely
4103,19,Female,Australia,117097,23.52,17,Moderate Impact,No Growth,Increased Competition,Likely
4104,67,Male,South America,147181,9.77,18,Moderate Impact,No Growth,Increased Competition,Highly Likely
4105,44,Male,South America,196082,20.16,18,Low Impact,Significant Growth,Increased Competition,Likely
4106,68,Female,Australia,73875,3.02,5,Low Impact,Negative Impact,No Change,Highly Unlikely
4107,52,Male,Europe,87957,14.91,9,High Impact,No Growth,Decreased Competition,Likely
4108,63,Other,Australia,118615,16.52,17,High Impact,No Growth,Decreased Competition,Unlikely
4109,32,Other,Asia,181111,2.15,6,High Impact,Significant Growth,Decreased Competition,Highly Unlikely
4110,22,Male,North America,101069,11.57,8,Low Impact,Moderate Growth,No Change,Likely
4111,57,Female,South America,40967,15.7,8,High Impact,Significant Growth,No Change,Likely
4112,36,Female,Europe,180082,16.97,0,No Impact,Moderate Growth,Decreased Competition,Highly Likely
4113,52,Other,Australia,37948,13.18,8,Low Impact,Significant Growth,Increased Competition,Highly Likely
4114,47,Female,Asia,162087,17.53,4,Moderate Impact,Moderate Growth,Decreased Competition,Highly Unlikely
4115,43,Female,North America,118194,23.58,3,Low Impact,Negative Impact,Increased Competition,Unlikely
4116,40,Female,Europe,60892,8.25,1,Moderate Impact,Moderate Growth,Increased Competition,Highly Unlikely
4117,59,Other,Australia,129714,13.55,0,Moderate Impact,No Growth,Increased Competition,Unlikely
4118,28,Female,Europe,75338,12.62,9,High Impact,Moderate Growth,Increased Competition,Likely
4119,31,Female,Europe,68371,15.53,10,High Impact,No Growth,No Change,Highly Unlikely
4120,63,Female,Europe,180972,28.46,8,High Impact,Moderate Growth,Decreased Competition,Highly Likely
4121,50,Male,North America,157878,24.08,14,No Impact,Negative Impact,Decreased Competition,Highly Likely
4122,51,Male,Europe,156973,25.23,13,Low Impact,Significant Growth,Decreased Competition,Highly Likely
4123,39,Male,Asia,93578,29.41,13,Moderate Impact,Significant Growth,Decreased Competition,Unlikely
4124,65,Other,Asia,59571,13.42,9,No Impact,Negative Impact,Increased Competition,Unlikely
4125,59,Male,Europe,124443,28.92,16,High Impact,Negative Impact,Increased Competition,Highly Unlikely
4126,45,Other,South America,43527,19.66,19,Low Impact,Significant Growth,Increased Competition,Highly Likely
4127,65,Female,Europe,175769,10.6,15,No Impact,Negative Impact,No Change,Unlikely
4128,65,Male,Europe,124249,19.38,0,No Impact,No Growth,Increased Competition,Unlikely
4129,49,Female,Australia,117343,4.17,8,No Impact,Significant Growth,Decreased Competition,Unlikely
4130,52,Other,Europe,182221,26.5,6,Low Impact,No Growth,Increased Competition,Highly Unlikely
4131,35,Male,Australia,31031,29.37,14,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
4132,64,Other,Asia,31459,17.57,6,Moderate Impact,No Growth,Decreased Competition,Highly Likely
4133,50,Male,North America,147529,17.35,10,High Impact,No Growth,Increased Competition,Likely
4134,26,Male,South America,119182,10.01,1,Low Impact,Negative Impact,Decreased Competition,Unlikely
4135,52,Male,Asia,171381,5.02,16,Moderate Impact,No Growth,Decreased Competition,Likely
4136,24,Male,Europe,105583,21.31,10,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
4137,45,Other,North America,49921,7.2,2,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
4138,43,Male,North America,37529,10.63,9,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
4139,26,Female,Asia,177837,14.28,0,No Impact,Negative Impact,Increased Competition,Highly Likely
4140,43,Male,North America,104954,16.28,11,Moderate Impact,Moderate Growth,No Change,Likely
4141,29,Female,South America,101201,11.83,6,High Impact,Negative Impact,Decreased Competition,Likely
4142,36,Male,North America,143419,27.54,13,Moderate Impact,Negative Impact,No Change,Unlikely
4143,33,Female,South America,94498,22.28,4,High Impact,Negative Impact,Decreased Competition,Unlikely
4144,67,Other,South America,45042,11.82,11,High Impact,Significant Growth,Decreased Competition,Highly Likely
4145,56,Other,Australia,72581,9.52,19,Low Impact,No Growth,Decreased Competition,Unlikely
4146,43,Female,Asia,182835,21.5,16,High Impact,Negative Impact,Increased Competition,Highly Likely
4147,42,Other,Asia,182607,21.79,17,High Impact,No Growth,No Change,Unlikely
4148,21,Female,Europe,133322,13.06,12,Low Impact,Negative Impact,Decreased Competition,Likely
4149,36,Male,South America,32165,16.84,7,No Impact,Significant Growth,No Change,Likely
4150,43,Female,Australia,55472,26.62,13,High Impact,Significant Growth,No Change,Highly Unlikely
4151,22,Male,Asia,51858,4.07,11,Moderate Impact,Negative Impact,Decreased Competition,Likely
4152,60,Male,Europe,153842,27.91,4,Moderate Impact,Moderate Growth,Decreased Competition,Likely
4153,42,Female,Asia,54703,4.59,8,High Impact,Significant Growth,Increased Competition,Likely
4154,66,Female,Europe,147395,19.82,3,High Impact,Significant Growth,Decreased Competition,Highly Unlikely
4155,33,Other,South America,193516,11.98,10,High Impact,Significant Growth,Increased Competition,Likely
4156,67,Male,North America,136088,19.76,7,Low Impact,Significant Growth,No Change,Highly Likely
4157,38,Male,South America,191439,14.18,7,High Impact,Significant Growth,Decreased Competition,Likely
4158,27,Other,South America,53763,11.35,4,High Impact,Negative Impact,Increased Competition,Highly Likely
4159,66,Female,Australia,108818,5.84,16,Low Impact,Negative Impact,No Change,Highly Unlikely
4160,45,Female,Asia,151792,27.54,1,Low Impact,Significant Growth,No Change,Highly Unlikely
4161,69,Male,North America,103253,24.95,19,No Impact,Negative Impact,Decreased Competition,Likely
4162,34,Other,North America,96246,15.16,7,High Impact,Moderate Growth,No Change,Likely
4163,59,Other,Asia,121563,24.99,8,High Impact,No Growth,Increased Competition,Highly Unlikely
4164,59,Female,North America,26240,8.12,7,No Impact,Negative Impact,Decreased Competition,Likely
4165,47,Male,Europe,35742,3.55,3,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
4166,19,Other,Europe,71344,27.85,1,High Impact,Negative Impact,Increased Competition,Unlikely
4167,57,Female,Australia,107007,11.18,14,High Impact,No Growth,Increased Competition,Highly Unlikely
4168,51,Female,Europe,75222,14.65,10,High Impact,Significant Growth,Decreased Competition,Likely
4169,55,Male,Australia,142427,15.13,3,Moderate Impact,No Growth,Increased Competition,Highly Likely
4170,48,Female,North America,126232,19.96,14,No Impact,Moderate Growth,Decreased Competition,Highly Unlikely
4171,43,Other,Asia,67075,9.98,6,Low Impact,Significant Growth,Decreased Competition,Unlikely
4172,61,Male,North America,136641,18.93,18,Moderate Impact,Moderate Growth,No Change,Likely
4173,30,Male,Asia,151782,21.02,6,Moderate Impact,Significant Growth,No Change,Unlikely
4174,54,Female,North America,126104,23.14,1,Low Impact,Significant Growth,Decreased Competition,Highly Likely
4175,69,Female,South America,194699,3.4,16,High Impact,No Growth,Increased Competition,Highly Unlikely
4176,35,Female,North America,72237,28.96,11,Moderate Impact,Moderate Growth,Decreased Competition,Highly Unlikely
4177,69,Female,Asia,112460,14.74,5,High Impact,Negative Impact,Decreased Competition,Highly Likely
4178,47,Male,South America,70224,24.61,11,High Impact,No Growth,Increased Competition,Highly Likely
4179,23,Female,Australia,137401,6.37,10,Moderate Impact,No Growth,Decreased Competition,Unlikely
4180,65,Other,South America,121675,25.68,18,No Impact,No Growth,Decreased Competition,Highly Unlikely
4181,42,Female,South America,44861,12.59,13,Moderate Impact,No Growth,Decreased Competition,Unlikely
4182,26,Female,Asia,173338,19.39,5,Low Impact,Negative Impact,No Change,Highly Unlikely
4183,34,Other,Europe,89644,4.92,11,Low Impact,Moderate Growth,No Change,Highly Unlikely
4184,45,Other,North America,63794,7.98,14,High Impact,Significant Growth,Decreased Competition,Likely
4185,29,Male,Europe,56786,16.45,2,High Impact,Significant Growth,No Change,Unlikely
4186,22,Male,Europe,152867,23.97,6,No Impact,No Growth,Increased Competition,Highly Likely
4187,30,Other,Asia,27516,2.04,2,High Impact,Negative Impact,Increased Competition,Highly Unlikely
4188,34,Male,Europe,25184,16.6,13,High Impact,Negative Impact,Increased Competition,Highly Unlikely
4189,63,Male,North America,165310,15.94,11,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
4190,48,Other,South America,63437,10.74,11,Low Impact,Negative Impact,No Change,Highly Unlikely
4191,42,Female,Europe,84282,15.76,17,Moderate Impact,No Growth,Increased Competition,Likely
4192,54,Male,North America,109389,6.07,6,No Impact,Moderate Growth,No Change,Unlikely
4193,44,Other,Europe,66872,1.97,15,Low Impact,Negative Impact,No Change,Highly Unlikely
4194,22,Male,North America,175891,21.81,19,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
4195,50,Other,Asia,140027,13.4,2,No Impact,Significant Growth,Increased Competition,Highly Unlikely
4196,52,Female,Europe,64774,4.44,2,No Impact,Significant Growth,Increased Competition,Likely
